"host_response_time","host_response_rate","host_is_superhost","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","count_summary","count_description","count_space","count_neighborhood","count_notes","count_transit","count_host","count_amenities","count_total"
"within an hour",100,"t",1,1,"Mount Baker","Rainier Valley",47.57963608,-122.2934111,"House","Private room",2,1,1,1,"Pull-out Sofa",69,0,0,1,0,2,30,60,89,89,18,98,10,10,10,10,10,10,"f","flexible","f","f",1,4.22,42,177,101,89,45,102,95,14,651
"within an hour",89,"t",1,1,"Mount Baker","Rainier Valley",47.58013016,-122.2856214,"House","Entire home/apt",2,1,1,2,"Real Bed",150,0,50,1,0,2,21,51,81,356,25,98,10,10,10,10,10,10,"f","flexible","f","f",1,4.63,39,170,151,0,61,122,163,17,706
"within an hour",100,"t",13,13,"Mount Baker","Rainier Valley",47.58769401,-122.2944571,"Apartment","Entire home/apt",4,1,2,3,"Real Bed",150,1000,250,1,0,4,0,0,0,45,1,100,10,10,10,10,10,10,"f","strict","f","f",1,0.21,43,161,113,81,0,19,13,12,430
"within an hour",100,"t",1,1,"Mount Baker","Rainier Valley",47.57124346,-122.2907883,"House","Private room",2,1,1,1,"Real Bed",68,0,0,2,10,2,0,14,31,31,67,99,10,10,10,10,9,10,"f","flexible","f","f",1,4.57,44,185,181,168,101,115,171,19,965
"within a few hours",100,"t",2,2,"Seward Park","Seward Park",47.54462235,-122.2695189,"House","Private room",2,1,1,1,"Real Bed",60,100,10,2,15,2,0,3,32,32,44,100,10,10,10,10,9,10,"f","moderate","f","f",2,2.45,81,173,180,101,108,88,101,23,832
"within an hour",90,"t",2,2,"Seward Park","Seward Park",47.55084201,-122.2700676,"House","Private room",2,1,1,1,"Real Bed",39,0,0,1,0,1,29,58,88,242,21,97,10,10,10,10,9,10,"f","moderate","f","f",2,4.44,45,187,127,114,66,70,18,23,627
"within an hour",100,"t",1,1,"Seward Park","Seward Park",47.5654258,-122.2764411,"House","Private room",2,1,1,1,"Real Bed",68,0,10,2,10,1,28,53,55,330,55,97,10,10,10,10,9,10,"f","moderate","f","f",1,5.45,37,161,169,80,117,64,0,10,628
"within a few hours",86,"t",1,1,"Seward Park","Seward Park",47.56816462,-122.2746487,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,100,50,2,75,3,20,25,53,100,31,99,10,10,10,10,10,10,"f","strict","f","f",1,3.91,45,182,49,106,51,50,119,12,602
"within an hour",100,"t",1,1,"Seward Park","Seward Park",47.56278257,-122.2719173,"House","Entire home/apt",5,2,2,3,"Real Bed",188,250,95,2,29,2,28,58,88,358,26,96,10,10,10,10,10,10,"f","strict","f","f",1,3.8,36,158,164,34,103,59,142,17,696
"within a few hours",100,"t",2,2,"Seward Park","Seward Park",47.54672395,-122.2699026,"House","Entire home/apt",5,2,3,3,"Real Bed",160,500,35,4,25,3,30,60,90,365,1,100,10,10,10,10,8,10,"f","moderate","f","f",2,0.06,43,188,189,67,172,26,101,18,786
"within an hour",100,"t",1,1,"Seward Park","Seward Park",47.55546317,-122.2721838,"House","Entire home/apt",4,1,2,2,"Real Bed",168,0,40,1,0,1,7,29,54,160,145,95,10,9,10,10,9,9,"t","flexible","f","f",1,4.19,0,163,163,0,0,0,54,14,380
"within a few hours",100,"t",1,1,"Seward Park","Seward Park",47.55581751,-122.2653516,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",127,150,50,2,0,3,4,34,64,153,21,99,10,10,10,10,10,10,"t","strict","f","f",1,2.97,44,172,28,106,46,138,282,12,816
"within an hour",100,"t",1,1,"Seward Park","Seward Park",47.55863609,-122.2644841,"House","Private room",2,1,1,2,"Real Bed",65,0,15,1,0,1,30,60,90,365,26,99,10,10,10,10,10,10,"f","moderate","f","f",1,3.17,37,169,36,72,37,56,97,6,504
"within an hour",90,"t",2,2,"Seward Park","Seward Park",47.55060543,-122.2681292,"House","Entire home/apt",8,2,4,5,"Real Bed",150,150,125,1,0,7,0,0,0,41,4,100,10,10,10,10,9,10,"f","moderate","f","f",2,0.71,35,169,116,22,38,72,18,21,470
"within a day",100,"t",2,2,"North Delridge","Delridge",47.56210642,-122.3617312,"House","Entire home/apt",2,1,1,1,"Real Bed",75,0,20,2,20,2,0,0,0,0,20,96,10,9,10,10,9,10,"f","flexible","f","f",2,1.26,46,161,155,37,10,35,144,13,588
"within a few hours",100,"t",1,1,"North Delridge","Delridge",47.56235928,-122.3602777,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,200,40,2,20,2,23,53,83,262,5,100,10,10,10,10,9,9,"f","moderate","f","f",1,0.27,27,177,147,18,0,43,92,16,504
"within a day",100,"t",2,2,"North Delridge","Delridge",47.56211885,-122.361218,"House","Entire home/apt",3,1,1,2,"Real Bed",85,0,20,2,25,2,30,60,90,365,48,98,10,9,10,10,9,10,"f","flexible","f","f",2,1.95,43,160,161,37,10,35,144,16,590
"within an hour",100,"t",1,1,"North Delridge","Delridge",47.5641634,-122.3667083,"House","Entire home/apt",3,1,0,2,"Real Bed",69,0,60,1,0,1,27,54,84,355,45,99,10,10,10,10,10,10,"t","moderate","f","f",1,2.28,42,109,40,0,0,0,0,16,191
"N/A",94.8888888888889,"t",1,1,"North Delridge","Delridge",47.55431827,-122.3755279,"House","Private room",2,1,1,1,"Real Bed",70,0,20,1,30,1,30,60,90,365,15,99,10,10,10,10,10,9,"f","flexible","f","f",1,2.06,44,181,65,86,29,64,32,12,501
"within an hour",100,"t",1,1,"North Delridge","Delridge",47.56587379,-122.3683025,"House","Private room",2,1,1,1,"Real Bed",65,0,25,1,15,1,0,0,5,5,17,96,10,10,10,10,10,10,"f","strict","f","f",1,3.38,43,176,99,179,77,75,25,10,674
"N/A",94.8888888888889,"t",1,1,"North Delridge","Delridge",47.56965759,-122.3617113,"House","Entire home/apt",5,1,2,3,"Real Bed",129,300,89,2,15,2,0,0,0,0,84,98,10,10,10,10,9,10,"t","moderate","t","t",1,1.94,47,178,182,68,71,52,47,14,645
"within a few hours",100,"t",2,2,"Maple Leaf","Northgate",47.69494908,-122.3198879,"House","Entire home/apt",8,2,4,4,"Real Bed",200,500,125,6,20,2,16,46,76,342,30,98,10,10,10,10,10,10,"f","moderate","f","f",2,3.49,41,171,141,62,0,21,91,16,527
"within an hour",100,"t",2,2,"Maple Leaf","Northgate",47.69468715,-122.3064821,"Apartment","Entire home/apt",5,1,2,2,"Real Bed",100,0,50,1,0,1,0,0,6,273,37,96,10,10,10,10,9,10,"f","moderate","f","f",2,3.92,45,170,109,179,23,60,99,22,685
"within an hour",100,"t",2,2,"Maple Leaf","Northgate",47.70438255,-122.3221015,"Apartment","Shared room",1,1,1,1,"Futon",30,100,75,1,25,2,0,0,1,276,3,100,10,10,10,10,10,10,"f","strict","f","f",2,0.41,44,171,35,122,30,21,270,23,693
"within an hour",100,"t",2,2,"Maple Leaf","Northgate",47.69349292,-122.3063257,"House","Entire home/apt",2,1,1,1,"Real Bed",100,100,45,1,0,3,29,59,89,178,4,100,9,10,10,10,10,10,"f","moderate","f","f",2,0.59,43,182,76,0,0,0,99,9,400
"within an hour",100,"t",2,2,"Maple Leaf","Northgate",47.70437884,-122.3208569,"Apartment","Private room",1,1,1,1,"Real Bed",55,200,75,1,25,3,0,0,0,212,11,100,10,10,10,10,9,10,"f","strict","f","f",2,0.59,34,179,49,131,136,114,270,23,913
"within an hour",100,"t",1,1,"Maple Leaf","Northgate",47.70054292,-122.3174116,"House","Entire home/apt",2,1,1,1,"Real Bed",110,0,20,1,0,2,26,56,86,170,37,99,10,10,10,10,10,10,"f","moderate","f","f",1,3.84,40,169,114,42,17,34,28,13,444
"within a few hours",100,"t",1,1,"Maple Leaf","Northgate",47.69154323,-122.327288,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",110,0,40,2,25,2,30,60,90,365,18,97,10,10,10,10,10,10,"f","strict","f","f",1,2.37,12,169,122,42,0,105,39,14,489
"within a few hours",80,"t",1,1,"Maple Leaf","Northgate",47.70396492,-122.3207612,"Condominium","Private room",2,1,1,1,"Real Bed",65,0,15,1,0,1,28,58,88,362,33,95,10,10,10,10,9,10,"t","moderate","f","f",1,4.48,47,193,199,25,32,46,104,20,646
"N/A",94.8888888888889,"t",1,1,"Maple Leaf","Northgate",47.69829286,-122.32114,"House","Private room",2,1,1,1,"Real Bed",65,0,35,2,15,3,6,32,62,337,11,98,10,10,10,10,9,10,"f","moderate","f","f",1,1.05,45,188,56,50,14,28,71,12,452
"within an hour",100,"t",1,1,"Maple Leaf","Northgate",47.69276713,-122.3286453,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",80,150,60,2,10,2,10,40,51,310,72,98,10,10,10,10,9,10,"t","moderate","f","f",1,3.15,43,175,82,38,25,39,192,14,594
"within a few hours",100,"t",1,1,"Ravenna","Other neighborhoods",47.67035786,-122.2904312,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,0,40,2,10,2,0,3,33,305,45,98,10,10,10,10,10,10,"f","strict","f","f",1,2.68,39,167,167,174,82,43,82,15,754
"within a few hours",100,"t",1,1,"Ravenna","Other neighborhoods",47.67673519,-122.2998248,"House","Entire home/apt",4,1,1,2,"Real Bed",80,0,15,1,15,3,0,3,33,90,52,98,10,10,10,10,10,10,"f","flexible","f","f",1,2.91,44,159,49,31,29,31,43,17,386
"within an hour",100,"t",1,1,"Ravenna","Other neighborhoods",47.66962389,-122.2999644,"House","Entire home/apt",8,2,4,6,"Real Bed",280,550,150,6,30,3,0,0,0,0,22,98,10,10,10,10,10,10,"f","strict","f","f",1,0.45,34,169,169,31,16,27,57,18,503
"within a few hours",100,"t",1,1,"Ravenna","Other neighborhoods",47.67545173,-122.3014196,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",127,150,25,2,15,2,3,3,11,96,35,99,10,10,10,10,10,10,"f","strict","f","f",1,5.71,44,179,83,64,93,67,191,22,721
"within an hour",100,"t",2,2,"Ravenna","Other neighborhoods",47.67099492,-122.2978967,"House","Private room",1,1.5,1,1,"Real Bed",40,200,15,1,0,2,6,26,47,322,12,98,10,10,10,10,10,10,"t","moderate","f","f",2,2.11,79,174,123,105,0,40,90,15,611
"within a day",100,"t",1,1,"Ravenna","Other neighborhoods",47.66843834,-122.2985724,"House","Entire home/apt",4,1,2,1,"Real Bed",95,100,50,2,10,2,0,14,44,133,29,99,10,10,10,10,10,10,"f","moderate","f","f",1,3.52,43,183,182,153,73,49,96,14,779
"within an hour",100,"t",1,1,"Ravenna","Other neighborhoods",47.68143682,-122.3104491,"House","Entire home/apt",4,1,1,2,"Real Bed",75,0,10,2,25,2,0,0,0,0,54,98,10,10,10,10,10,10,"f","flexible","f","f",1,3.83,38,182,184,104,47,68,110,15,733
"within an hour",100,"t",1,1,"Ravenna","Other neighborhoods",47.68300826,-122.2997504,"House","Private room",3,1,1,2,"Real Bed",85,250,0,2,20,2,30,60,81,149,16,98,10,10,10,10,9,10,"f","flexible","f","f",1,2.53,37,171,179,45,36,88,41,14,597
"within an hour",100,"t",2,2,"Ravenna","Other neighborhoods",47.66920636,-122.2964933,"House","Private room",1,1.5,1,1,"Real Bed",45,250,15,1,0,2,13,33,54,321,5,96,10,10,10,10,10,9,"t","moderate","f","f",2,0.96,76,169,23,96,0,39,90,15,493
"within an hour",90,"t",1,1,"Ravenna","Other neighborhoods",47.66871995,-122.2988604,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,0,0,2,25,2,0,0,0,271,29,98,10,10,10,10,10,10,"t","moderate","f","f",1,3.77,38,170,29,58,41,66,2,13,404
"within an hour",100,"t",1,1,"Ravenna","Other neighborhoods",47.67613137,-122.310125,"Other","Entire home/apt",2,1,0,2,"Real Bed",88,0,20,2,0,1,21,29,59,334,18,98,10,10,10,10,10,10,"t","flexible","f","f",1,3.2,46,180,143,160,28,206,50,13,813
"within an hour",100,"t",1,1,"Ravenna","Other neighborhoods",47.67451869,-122.3089172,"House","Private room",4,1,1,1,"Real Bed",84,0,0,2,29,1,29,59,88,363,31,98,10,10,10,10,10,10,"t","flexible","f","f",1,3.56,44,181,58,19,0,37,66,18,405
"within a few hours",100,"t",1,1,"Riverview","Delridge",47.55102931,-122.3605848,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",90,200,40,2,10,1,0,0,0,247,58,97,10,10,10,10,9,9,"f","moderate","f","f",1,3.04,39,147,141,73,73,130,75,21,678
"within a few hours",100,"t",1,1,"Riverview","Delridge",47.5514912,-122.3553173,"House","Private room",2,1,1,1,"Real Bed",70,100,15,2,0,2,9,27,57,332,37,98,10,10,10,10,9,10,"f","strict","f","f",1,2.06,43,181,180,94,23,112,28,15,661
"within a few hours",100,"t",1,1,"Riverview","Delridge",47.53660441,-122.3560523,"House","Private room",2,1,1,1,"Real Bed",55,0,0,1,5,1,30,60,89,89,204,97,10,10,10,10,9,10,"f","moderate","f","t",1,4.74,28,182,181,0,38,23,64,14,516
"within an hour",100,"t",2,2,"Portage Bay","Capitol Hill",47.65042412,-122.3220169,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,0,0,2,10,1,5,12,23,135,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.42,50,186,92,59,49,36,51,12,523
"within an hour",100,"t",2,2,"Portage Bay","Capitol Hill",47.64461497,-122.3214241,"House","Private room",1,1.5,1,1,"Real Bed",90,150,0,1,0,2,30,60,90,365,25,99,10,10,10,10,10,10,"t","moderate","f","f",2,3.77,35,178,64,63,22,51,284,14,697
"within a few hours",100,"t",1,1,"Portage Bay","Capitol Hill",47.64574866,-122.3185807,"House","Entire home/apt",10,4,6,7,"Real Bed",750,1000,300,8,75,3,25,46,76,345,13,94,9,10,10,9,9,9,"f","strict","f","f",1,1.46,36,170,178,72,53,27,48,21,584
"within an hour",100,"t",2,2,"Portage Bay","Capitol Hill",47.64421156,-122.3226989,"House","Private room",2,1.5,1,1,"Real Bed",130,150,0,1,10,2,30,60,90,365,15,100,10,10,10,10,10,10,"t","moderate","f","f",2,2.28,39,177,64,63,22,51,284,15,700
"within an hour",100,"t",5,5,"Bryant","Other neighborhoods",47.66354784,-122.2859381,"House","Private room",2,1,1,1,"Real Bed",66,0,15,1,8,1,28,56,83,357,63,96,10,10,10,10,9,10,"f","strict","t","t",5,2.14,0,144,99,0,0,16,67,10,326
"within an hour",100,"t",5,5,"Bryant","Other neighborhoods",47.66450162,-122.2838147,"House","Private room",2,1,1,1,"Real Bed",65,0,0,1,5,3,0,0,0,185,53,92,9,9,10,10,9,9,"f","strict","t","t",5,1.22,0,174,149,0,185,16,67,19,591
"within a few hours",100,"t",1,1,"Bryant","Other neighborhoods",47.66914256,-122.2798665,"House","Entire home/apt",4,3,2,2,"Real Bed",295,150,145,1,0,3,28,58,88,319,25,99,10,10,10,10,10,10,"f","flexible","f","f",1,0.86,47,167,178,0,0,0,124,21,516
"within an hour",100,"t",5,5,"Bryant","Other neighborhoods",47.66509423,-122.2840485,"House","Private room",2,1,1,1,"Real Bed",58,0,15,1,10,1,0,0,0,186,2,100,10,10,10,10,10,10,"f","moderate","t","t",5,0.42,29,175,126,11,181,10,67,16,599
"within a few hours",100,"t",1,1,"Bryant","Other neighborhoods",47.67207657,-122.2828164,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,175,0,2,15,1,1,7,7,125,134,98,10,10,10,10,10,10,"f","moderate","f","t",1,2.52,43,155,154,112,38,68,32,19,602
"within an hour",100,"t",5,5,"Bryant","Other neighborhoods",47.66442797,-122.2861929,"House","Private room",2,1,1,1,"Real Bed",62,0,25,1,15,1,24,54,84,359,20,94,10,9,10,10,10,9,"f","strict","t","t",5,3.35,45,183,142,11,181,10,67,19,639
"within an hour",100,"t",5,5,"Bryant","Other neighborhoods",47.66566399,-122.2856767,"House","Private room",2,1,1,1,"Real Bed",64,0,0,1,5,1,0,0,0,1,22,96,10,10,10,10,9,10,"f","strict","t","t",5,0.56,0,186,125,11,185,10,67,17,584
"within a day",90,"t",1,1,"Bryant","Other neighborhoods",47.67234325,-122.2832907,"House","Entire home/apt",2,1,1,1,"Real Bed",100,0,0,1,0,1,30,60,90,365,45,99,10,10,10,10,10,10,"f","flexible","f","f",1,6.46,45,95,0,0,0,0,68,11,208
"within an hour",100,"t",1,1,"Montlake","Capitol Hill",47.63965784,-122.3046315,"House","Entire home/apt",4,1,1,2,"Real Bed",125,0,40,2,25,2,26,56,86,356,30,98,10,10,10,10,10,10,"t","moderate","f","f",1,4.46,50,169,101,153,14,55,51,21,593
"within an hour",100,"t",2,2,"Montlake","Capitol Hill",47.64012775,-122.3152588,"Apartment","Entire home/apt",6,1,2,4,"Real Bed",160,200,50,4,10,2,0,0,0,0,5,88,10,10,10,10,10,10,"f","strict","f","f",2,0.35,31,176,180,25,0,29,48,13,489
"within a few hours",100,"t",3,3,"Montlake","Capitol Hill",47.63992865,-122.3187138,"House","Entire home/apt",7,3.5,4,4,"Real Bed",260,0,175,1,0,2,0,0,23,132,6,100,10,10,10,10,10,10,"f","strict","f","f",2,2.17,41,173,114,117,0,16,27,15,488
"within a few hours",100,"t",3,3,"Montlake","Capitol Hill",47.63802836,-122.3186,"House","Private room",2,1,1,1,"Real Bed",110,0,25,1,0,3,25,55,61,310,19,95,10,10,10,10,10,10,"f","moderate","f","f",2,3.15,38,173,0,116,0,23,27,12,377
"within a few hours",100,"t",2,2,"Montlake","Capitol Hill",47.63877215,-122.3184355,"House","Entire home/apt",2,1,1,1,"Real Bed",89,0,0,1,0,2,10,30,32,274,320,98,10,10,10,10,10,10,"f","moderate","f","t",1,5.2,0,180,180,74,36,30,72,10,572
"N/A",94.8888888888889,"t",1,1,"Montlake","Capitol Hill",47.64036685,-122.3158492,"Treehouse","Entire home/apt",2,1,0,1,"Real Bed",200,0,0,1,0,2,0,0,0,61,10,100,10,10,10,10,9,10,"f","strict","f","f",1,0.55,46,193,100,58,0,62,15,11,474
"within an hour",100,"t",1,1,"Montlake","Capitol Hill",47.64033435,-122.3052608,"House","Entire home/apt",2,1,1,1,"Real Bed",115,150,35,1,0,2,11,39,69,334,24,99,10,10,10,10,10,10,"f","moderate","f","f",1,4.14,34,148,50,39,26,29,62,21,388
"within a few hours",100,"t",1,1,"Broadway","Capitol Hill",47.61966389,-122.3191163,"Apartment","Private room",2,1,1,1,"Real Bed",69,200,12,1,10,1,17,47,77,352,124,97,10,10,10,10,10,10,"f","strict","f","f",1,7.07,42,178,157,84,80,174,85,17,800
"within an hour",99,"t",7,7,"Broadway","Capitol Hill",47.6131379,-122.3175377,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",149,200,50,2,20,1,17,47,73,344,43,98,10,10,10,10,10,10,"t","moderate","f","f",7,6.42,43,185,21,67,26,28,24,18,394
"within an hour",100,"t",13,13,"Broadway","Capitol Hill",47.62142096,-122.3164195,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",150,0,70,1,0,3,22,49,78,78,28,99,10,10,10,10,10,10,"t","strict","f","f",1,0.53,0,177,177,0,0,0,13,12,367
"within a few hours",100,"t",1,1,"Broadway","Capitol Hill",47.623214,-122.320022,"House","Entire home/apt",6,2.5,2,3,"Real Bed",147,250,125,2,25,2,0,0,0,63,55,98,10,10,10,10,10,10,"f","moderate","f","f",1,1.56,39,167,177,63,0,58,90,15,594
"within an hour",100,"t",3,3,"Broadway","Capitol Hill",47.62329882,-122.3171682,"House","Entire home/apt",8,2.5,3,4,"Real Bed",256,200,60,3,25,2,6,32,60,300,70,98,10,10,10,10,10,9,"t","moderate","f","f",1,4.83,44,178,49,17,0,37,4,22,329
"within an hour",99,"t",7,7,"Broadway","Capitol Hill",47.61649525,-122.3270843,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",129,200,40,0,0,1,15,33,63,277,32,96,10,10,10,10,10,9,"t","moderate","f","f",7,6.86,41,180,124,110,0,196,24,15,675
"within a few hours",100,"t",2,2,"Broadway","Capitol Hill",47.62216676,-122.3168726,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",175,200,25,5,25,6,0,0,0,2,6,93,9,9,10,10,9,8,"f","strict","f","f",2,0.22,50,187,195,164,17,46,32,13,691
"within an hour",100,"t",2,2,"Broadway","Capitol Hill",47.61967738,-122.324147,"House","Private room",2,1,1,1,"Real Bed",90,150,25,3,0,2,23,53,79,168,175,97,10,10,10,10,10,10,"f","moderate","t","t",1,4.26,11,188,189,37,111,155,173,12,864
"within an hour",100,"t",1,1,"Broadway","Capitol Hill",47.62087465,-122.3180539,"House","Private room",2,1.5,1,1,"Real Bed",69,300,25,1,5,2,14,27,43,43,104,99,10,10,10,10,10,10,"f","moderate","f","f",1,5.7,15,174,90,72,10,21,29,12,411
"within an hour",99,"t",7,7,"Broadway","Capitol Hill",47.61571373,-122.3280891,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,250,45,0,0,1,24,54,83,105,3,100,10,10,10,10,10,10,"t","moderate","f","f",7,3,26,187,140,67,0,50,24,10,494
"within an hour",100,"t",3,3,"Broadway","Capitol Hill",47.62696352,-122.3232727,"House","Private room",4,2,1,1,"Real Bed",70,0,20,2,20,1,0,18,47,47,38,98,10,10,10,10,10,10,"t","moderate","f","f",2,5.38,39,170,98,71,25,61,72,12,536
"within an hour",100,"t",4,4,"Broadway","Capitol Hill",47.61988282,-122.3196126,"Bed & Breakfast","Private room",2,8,1,1,"Real Bed",99,0,0,1,0,1,27,27,27,28,5,100,10,10,10,10,10,10,"f","moderate","f","f",1,0.1,22,163,141,0,0,0,31,12,357
"within an hour",100,"t",2,2,"Broadway","Capitol Hill",47.61784562,-122.3280946,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",135,300,60,2,0,2,25,55,85,354,135,95,9,9,10,10,10,9,"f","strict","t","t",1,4.18,16,174,173,37,101,169,173,16,843
"within a few hours",86,"t",5,5,"Broadway","Capitol Hill",47.62153263,-122.3250449,"House","Private room",4,1,1,2,"Real Bed",110,800,100,2,25,3,23,53,83,358,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,42,182,182,24,171,101,81,15,783
"within an hour",100,"t",3,3,"Broadway","Capitol Hill",47.61932566,-122.3258202,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,750,85,1,15,2,21,51,74,349,19,99,10,10,10,10,10,10,"t","moderate","f","f",1,4.87,46,176,174,40,0,31,104,23,571
"within a few hours",86,"t",5,5,"Broadway","Capitol Hill",47.62066334,-122.3246612,"Apartment","Entire home/apt",7,1,2,2,"Real Bed",100,250,89,3,15,2,0,0,0,0,12,92,9,10,10,10,10,10,"f","strict","f","f",1,1.71,42,180,185,24,160,101,81,11,773
"within an hour",100,"t",1,1,"Broadway","Capitol Hill",47.6211414,-122.3248927,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",125,500,30,1,0,3,8,28,48,48,27,96,10,10,10,10,10,9,"f","strict","f","f",1,1.33,32,168,171,59,73,17,17,13,537
"within a few hours",86,"t",5,5,"Broadway","Capitol Hill",47.61760918,-122.3277911,"Apartment","Entire home/apt",8,2,2,3,"Real Bed",250,800,120,3,22,4,26,52,82,346,41,96,9,10,10,10,10,9,"f","strict","f","f",1,2.1,42,180,184,32,184,123,81,14,826
"within an hour",100,"t",1,1,"Broadway","Capitol Hill",47.62032667,-122.3158051,"Apartment","Private room",2,1,1,1,"Real Bed",90,0,15,1,10,2,16,33,33,126,49,96,10,10,10,10,10,10,"f","moderate","f","f",1,4.98,42,178,182,72,41,91,63,18,669
"within a few hours",100,"t",2,2,"Broadway","Capitol Hill",47.62869351,-122.3205422,"House","Private room",2,1,1,1,"Real Bed",95,0,20,1,10,2,12,12,12,14,83,99,10,10,10,10,10,10,"f","moderate","t","f",2,2.48,41,156,158,45,38,64,266,20,768
"within a day",50,"t",1,1,"Broadway","Capitol Hill",47.62387815,-122.3262496,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,250,35,2,20,2,30,60,90,365,8,98,9,10,10,10,10,10,"f","strict","f","f",1,1.48,41,181,51,167,28,25,4,15,497
"within a few hours",86,"t",5,5,"Broadway","Capitol Hill",47.62112453,-122.3248723,"Apartment","Entire home/apt",6,1,2,2,"Real Bed",150,500,95,3,12,3,6,6,6,190,5,96,10,10,10,10,10,10,"f","strict","f","f",1,0.69,43,181,183,24,160,101,81,12,773
"N/A",94.8888888888889,"t",1,1,"Broadway","Capitol Hill",47.62161777,-122.3147647,"House","Private room",2,1,1,1,"Real Bed",100,0,0,1,0,3,30,60,89,89,7,94,9,9,10,10,9,9,"f","flexible","f","f",1,0.52,50,177,46,178,0,65,88,12,604
"within a few hours",100,"t",1,1,"Broadway","Capitol Hill",47.62608126,-122.3253911,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,0,0,2,0,3,0,4,33,64,29,93,10,9,10,10,10,9,"f","strict","f","f",1,1.48,42,177,172,90,164,103,43,12,791
"N/A",94.8888888888889,"t",1,1,"Broadway","Capitol Hill",47.62234371,-122.3258445,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",149,0,75,1,0,1,0,26,56,331,28,98,10,10,10,10,10,9,"f","strict","f","f",1,1.56,43,197,42,78,48,176,97,12,681
"within an hour",100,"t",1,1,"Broadway","Capitol Hill",47.61417354,-122.3269296,"Apartment","Private room",1,1,1,1,"Real Bed",70,0,0,1,0,1,14,25,25,25,22,98,10,10,10,10,10,10,"t","flexible","f","f",1,5.12,40,163,31,181,98,60,161,3,734
"within an hour",100,"t",48,48,"Broadway","Capitol Hill",47.61497631,-122.323857,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",167,300,60,2,20,2,27,57,87,268,48,96,9,10,10,10,10,9,"f","strict","t","t",3,1.96,37,174,171,0,0,0,14,22,396
"within a day",100,"t",1,1,"Broadway","Capitol Hill",47.61943956,-122.3205921,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",100,0,50,2,0,1,0,16,45,45,12,100,10,10,10,10,10,10,"f","flexible","f","f",1,2.05,41,158,0,24,20,33,21,10,297
"within a few hours",100,"t",1,1,"Broadway","Capitol Hill",47.62336483,-122.3190029,"Apartment","Entire home/apt",5,2,2,2,"Real Bed",259,150,80,1,0,2,29,59,89,363,13,98,10,9,10,10,10,9,"f","strict","f","f",1,1.6,41,172,166,0,0,25,0,18,404
"within a few hours",100,"t",1,1,"Broadway","Capitol Hill",47.62446329,-122.3246947,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,450,60,2,15,3,0,0,0,266,55,97,10,10,10,10,10,10,"f","strict","f","f",1,1.91,49,173,119,0,0,0,53,16,394
"within an hour",100,"t",4,4,"Broadway","Capitol Hill",47.61905246,-122.3176942,"Apartment","Entire home/apt",3,1,0,2,"Real Bed",99,0,0,2,20,1,5,5,5,6,17,98,10,10,10,10,10,10,"f","strict","f","f",1,1.3,39,181,99,0,43,0,31,13,393
"within a few hours",90,"t",1,1,"Broadway","Capitol Hill",47.62147773,-122.3199308,"Apartment","Private room",2,1,1,1,"Real Bed",80,0,0,1,0,1,21,51,81,356,105,95,10,9,10,10,10,9,"f","moderate","f","f",1,9.38,44,186,189,33,57,29,0,11,538
